verbatim;sentence_id;sentence;token;lemma;pos;term_type;aspect_index;sentiment_index;aspect;sentiment;emotion
pr_nl_e_0086;0;Het is leuk om te proberen, maar vaker kopen zou ik niet doen!;['Het', 'is', 'leuk', 'om', 'te', 'proberen', ',', 'maar', 'vaker', 'kopen', 'zou', 'ik', 'niet', 'doen', '!'];['het', 'zijn', 'leuk', 'om', 'te', 'proberen', ',', 'maar', 'vaak', 'kopen', 'zullen', 'ik', 'niet', 'doen', '!'];['VNW(pers,pron,3,ev,onz)', 'WW(pv,tgw,ev)', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'VZ(init)', 'WW(inf,vrij,zonder)', 'LET()', 'VG(neven)', 'ADJ(vrij,comp,zonder)', 'WW(inf,vrij,zonder)', 'WW(pv,verl,ev)', 'VNW(pers,pron,1,ev)', 'BW()', 'WW(inf,vrij,zonder)', 'LET()'];NULL;[2, 3, 4, 5];[2, 3, 4, 5];PRODUCT_general;pos;satisfaction
pr_nl_e_0086;0;Het is leuk om te proberen, maar vaker kopen zou ik niet doen!;['Het', 'is', 'leuk', 'om', 'te', 'proberen', ',', 'maar', 'vaker', 'kopen', 'zou', 'ik', 'niet', 'doen', '!'];['het', 'zijn', 'leuk', 'om', 'te', 'proberen', ',', 'maar', 'vaak', 'kopen', 'zullen', 'ik', 'niet', 'doen', '!'];['VNW(pers,pron,3,ev,onz)', 'WW(pv,tgw,ev)', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'VZ(init)', 'WW(inf,vrij,zonder)', 'LET()', 'VG(neven)', 'ADJ(vrij,comp,zonder)', 'WW(inf,vrij,zonder)', 'WW(pv,verl,ev)', 'VNW(pers,pron,1,ev)', 'BW()', 'WW(inf,vrij,zonder)', 'LET()'];NULL;[8, 9, 10, 11, 12, 13];[8, 9, 10, 11, 12, 13];PRODUCT_general;neg;dissatisfaction
pr_nl_e_0095;0;Niets.;['Niets', '.'];['niets', '.'];['VNW(onbep,pron,3o,ev)', 'LET()'];;;;;;
pr_nl_e_0103;1;1e keer ruim 4 kilo afgevallen!;['1e', 'keer', 'ruim', '4', 'kilo', 'afgevallen', '!'];['1e', 'keer', 'ruim', '4', 'kilo', 'afvallen', '!'];['TW(rang,prenom,stan)', 'N(soort,ev,basis,zijd,stan)', 'ADJ(vrij,basis,zonder)', 'TW(hoofd,prenom,stan)', 'N(soort,ev,basis,zijd,stan)', 'WW(vd,vrij,zonder)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5];[0, 1, 2, 3, 4, 5];PRODUCT_quality;pos;joy
pr_nl_e_0106;1;Maximaal.;['Maximaal', '.'];['maximaal', '.'];['ADJ(vrij,basis,zonder)', 'LET()'];;;;;;
pr_nl_e_0106;2;0,18 eur.;['0,18', 'eur', '.'];['0,18', 'eur', '.'];['TW(hoofd,prenom,stan)', 'SPEC(symb)', 'LET()'];;;;;;
pr_nl_e_0107;0;Heerlijke koffie!;['Heerlijke', 'koffie', '!'];['heerlijk', 'koffie', '!'];['ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];asp_sent;[1];[0];PRODUCT_quality;pos;joy
pr_nl_e_0110;1;Maar het gaat snel weer op.;['Maar', 'het', 'gaat', 'snel', 'weer', 'op', '.'];['maar', 'het', 'gaan', 'snel', 'weer', 'op', '.'];['VG(neven)', 'VNW(pers,pron,3,ev,onz)', 'WW(pv,tgw,met-t)', 'ADJ(vrij,basis,zonder)', 'BW()', 'VZ(fin)', 'LET()'];NULL;[1, 2, 3, 4, 5];[1, 2, 3, 4, 5];PRODUCT_price;neg;dissatisfaction
pr_nl_e_0117;1;Helaas, niet geschikt voor ons espresso apparaat.;['Helaas', ',', 'niet', 'geschikt', 'voor', 'ons', 'espresso', 'apparaat', '.'];['helaas', ',', 'niet', 'geschikt', 'voor', 'ons', 'espresso', 'apparaat', '.'];['BW()', 'LET()', 'BW()', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'VNW(pr,pron,1,mv)', 'N(soort,ev,basis,zijd,stan)', 'N(soort,ev,basis,onz,stan)', 'LET()'];asp_sent;[6, 7];[2, 3];PRODUCT_misc;neg;dissatisfaction
pr_nl_e_0117;1;Helaas, niet geschikt voor ons espresso apparaat.;['Helaas', ',', 'niet', 'geschikt', 'voor', 'ons', 'espresso', 'apparaat', '.'];['helaas', ',', 'niet', 'geschikt', 'voor', 'ons', 'espresso', 'apparaat', '.'];['BW()', 'LET()', 'BW()', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'VNW(pr,pron,1,mv)', 'N(soort,ev,basis,zijd,stan)', 'N(soort,ev,basis,onz,stan)', 'LET()'];NULL;[0];[0];PRODUCT_general;neg;sadness
pr_nl_e_0119;7;Zonde van het geld;['Zonde', 'van', 'het', 'geld'];['zonde', 'van', 'het', 'geld'];['N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,onz,stan)'];NULL;[0, 1, 2, 3];[0, 1, 2, 3];PACKAGING_general;neg;dissatisfaction
pr_nl_e_0126;0;Lekkere cappuccino;['Lekkere', 'cappuccino'];['lekker', 'cappuccino'];['ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)'];asp_sent;[1];[0];PRODUCT_quality;pos;satisfaction
pr_nl_e_0127;2;Geen aanrader.;['Geen', 'aanrader', '.'];['geen', 'aanrader', '.'];['VNW(onbep,det)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1];[0, 1];PRODUCT_quality;neg;distrust
pr_nl_e_0129;0;Dubbel check bol altijd.;['Dubbel', 'check', 'bol', 'altijd', '.'];['dubbel', 'check', 'bol', 'altijd', '.'];['SPEC(vreemd)', 'SPEC(vreemd)', 'N(soort,ev,basis,zijd,stan)', 'BW()', 'LET()'];;;;;;
pr_nl_e_0130;0;Heel vies;['Heel', 'vies'];['heel', 'vie'];['ADJ(vrij,basis,zonder)', 'N(soort,mv,basis)'];NULL;[0, 1];[0, 1];PRODUCT_quality;very_neg;disgust
pr_nl_e_0134;6;Maakt niet uit.;['Maakt', 'niet', 'uit', '.'];['maken', 'niet', 'uit', '.'];['WW(pv,tgw,met-t)', 'BW()', 'VZ(fin)', 'LET()'];;;;;;
pr_nl_e_0136;0;Wat een geld pfff;['Wat', 'een', 'geld', 'pfff'];['wat', 'een', 'geld', 'pfff'];['VNW(vb,pron,3o,ev)', 'LID(onbep)', 'N(soort,ev,basis,onz,stan)', 'N(soort,ev,basis,zijd,stan)'];NULL;[0, 1, 2, 3];[0, 1, 2, 3];PRODUCT_price;neg;sadness
pr_nl_e_0141;2;Het is eerst een beetje vreemd maar na even wennen is het lekker!;['Het', 'is', 'eerst', 'een', 'beetje', 'vreemd', 'maar', 'na', 'even', 'wennen', 'is', 'het', 'lekker', '!'];['het', 'zijn', 'eerst', 'een', 'beetje', 'vreemd', 'maar', 'na', 'even', 'wennen', 'zijn', 'het', 'lekker', '!'];['VNW(pers,pron,3,ev,onz)', 'WW(pv,tgw,ev)', 'BW()', 'LID(onbep)', 'N(soort,ev,dim,onz,stan)', 'ADJ(vrij,basis,zonder)', 'VG(neven)', 'VZ(init)', 'BW()', 'WW(inf,vrij,zonder)', 'WW(pv,tgw,ev)', 'VNW(pers,pron,3,ev,onz)', 'ADJ(vrij,basis,zonder)', 'LET()'];NULL;[2, 3, 4, 5];[2, 3, 4, 5];PRODUCT_general;neg;dissatisfaction
pr_nl_e_0141;2;Het is eerst een beetje vreemd maar na even wennen is het lekker!;['Het', 'is', 'eerst', 'een', 'beetje', 'vreemd', 'maar', 'na', 'even', 'wennen', 'is', 'het', 'lekker', '!'];['het', 'zijn', 'eerst', 'een', 'beetje', 'vreemd', 'maar', 'na', 'even', 'wennen', 'zijn', 'het', 'lekker', '!'];['VNW(pers,pron,3,ev,onz)', 'WW(pv,tgw,ev)', 'BW()', 'LID(onbep)', 'N(soort,ev,dim,onz,stan)', 'ADJ(vrij,basis,zonder)', 'VG(neven)', 'VZ(init)', 'BW()', 'WW(inf,vrij,zonder)', 'WW(pv,tgw,ev)', 'VNW(pers,pron,3,ev,onz)', 'ADJ(vrij,basis,zonder)', 'LET()'];NULL;[7, 8, 9, 10, 11, 12];[7, 8, 9, 10, 11, 12];PRODUCT_general;pos;satisfaction
pr_nl_e_0142;0;Leuk kadotje voor de schoonbroer!;['Leuk', 'kadotje', 'voor', 'de', 'schoonbroer', '!'];['leuk', 'kadotje', 'voor', 'de', 'schoonbroer', '!'];['ADJ(prenom,basis,zonder)', 'N(soort,ev,dim,onz,stan)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1, 2, 3, 4];[0, 1, 2, 3, 4];PRODUCT_general;pos;joy
pr_nl_e_0149;0;Veel lekkers;['Veel', 'lekkers'];['veel', 'lekker'];['VNW(onbep,grad,basis)', 'N(soort,mv,basis)'];NULL;[0, 1];[0, 1];PRODUCT_quality;pos;satisfaction
pr_nl_e_0150;0;Er zit weinig smaak aan.;['Er', 'zit', 'weinig', 'smaak', 'aan', '.'];['er', 'zitten', 'weinig', 'smaak', 'aan', '.'];['VNW(aanw,adv-pron,3,getal)', 'WW(pv,tgw,ev)', 'VNW(onbep,grad,basis)', 'N(soort,ev,basis,zijd,stan)', 'VZ(fin)', 'LET()'];asp_sent;[3];[2];PRODUCT_quality;neg;dissatisfaction
pr_nl_e_0150;2;Proeft de watermeloen niet;['Proeft', 'de', 'watermeloen', 'niet'];['proeven', 'de', 'watermeloen', 'niet'];['WW(pv,tgw,met-t)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'BW()'];NULL;[0, 1, 2, 3];[0, 1, 2, 3];PRODUCT_quality;neg;dissatisfaction
pr_nl_e_0152;0;Smaakt naar oude koffie.;['Smaakt', 'naar', 'oude', 'koffie', '.'];['Smaakt', 'naar', 'oud', 'koffie', '.'];['N(eigen,ev,basis,zijd,stan)', 'VZ(init)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1, 2, 3];[0, 1, 2, 3];PRODUCT_quality;neg;disgust
pr_nl_e_0154;2;Deze liepen dus bijna niet of helemaal niet door.;['Deze', 'liepen', 'dus', 'bijna', 'niet', 'of', 'helemaal', 'niet', 'door', '.'];['deze', 'lopen', 'dus', 'bijna', 'niet', 'of', 'helemaal', 'niet', 'door', '.'];['VNW(aanw,det)', 'WW(pv,verl,mv)', 'BW()', 'BW()', 'BW()', 'VG(neven)', 'BW()', 'BW()', 'VZ(fin)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6, 7, 8];[0, 1, 2, 3, 4, 5, 6, 7, 8];PRODUCT_quality;neg;dissatisfaction
pr_nl_e_0155;1;Beetje goedkoop verpakt, wel leuk voor degene die hem kreeg als je een gamer bent;['Beetje', 'goedkoop', 'verpakt', ',', 'wel', 'leuk', 'voor', 'degene', 'die', 'hem', 'kreeg', 'als', 'je', 'een', 'gamer', 'bent'];['beetje', 'goedkoop', 'verpakken', ',', 'wel', 'leuk', 'voor', 'degene', 'die', 'hem', 'krijgen', 'als', 'je', 'een', 'gamer', 'zijn'];['N(soort,ev,dim,onz,stan)', 'ADJ(vrij,basis,zonder)', 'WW(vd,vrij,zonder)', 'LET()', 'BW()', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'VNW(aanw,det)', 'VNW(betr,pron,persoon,getal)', 'VNW(pers,pron,3,ev,masc)', 'WW(pv,verl,ev)', 'VG(onder)', 'VNW(pers,pron,2v,ev)', 'LID(onbep)', 'N(soort,ev,basis,zijd,stan)', 'WW(pv,tgw,met-t)'];NULL;[0, 1, 2];[0, 1, 2];PACKAGING_style;neg;dissatisfaction
pr_nl_e_0155;1;Beetje goedkoop verpakt, wel leuk voor degene die hem kreeg als je een gamer bent;['Beetje', 'goedkoop', 'verpakt', ',', 'wel', 'leuk', 'voor', 'degene', 'die', 'hem', 'kreeg', 'als', 'je', 'een', 'gamer', 'bent'];['beetje', 'goedkoop', 'verpakken', ',', 'wel', 'leuk', 'voor', 'degene', 'die', 'hem', 'krijgen', 'als', 'je', 'een', 'gamer', 'zijn'];['N(soort,ev,dim,onz,stan)', 'ADJ(vrij,basis,zonder)', 'WW(vd,vrij,zonder)', 'LET()', 'BW()', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'VNW(aanw,det)', 'VNW(betr,pron,persoon,getal)', 'VNW(pers,pron,3,ev,masc)', 'WW(pv,verl,ev)', 'VG(onder)', 'VNW(pers,pron,2v,ev)', 'LID(onbep)', 'N(soort,ev,basis,zijd,stan)', 'WW(pv,tgw,met-t)'];NULL;[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15];[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15];PRODUCT_general;pos;satisfaction
pr_nl_e_0161;0;ik heb totaal ander product ontvangen;['ik', 'heb', 'totaal', 'ander', 'product', 'ontvangen'];['ik', 'hebben', 'totaal', 'ander', 'product', 'ontvangen'];['VNW(pers,pron,1,ev)', 'WW(pv,tgw,ev)', 'ADJ(vrij,basis,zonder)', 'ADJ(prenom,basis,zonder)', 'N(soort,ev,basis,onz,stan)', 'WW(inf,vrij,zonder)'];NULL;[0, 1, 2, 3, 4, 5];[0, 1, 2, 3, 4, 5];PRODUCT_general;neg;dissatisfaction
pr_nl_e_0163;0;een beetje te grove korrel;['een', 'beetje', 'te', 'grove', 'korrel'];['een', 'beetje', 'te', 'grof', 'korrel'];['LID(onbep)', 'N(soort,ev,dim,onz,stan)', 'VZ(init)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)'];NULL;[0, 1, 2, 3, 4];[0, 1, 2, 3, 4];PRODUCT_quality;neg;dissatisfaction
pr_nl_e_0165;0;Is lekker!;['Is', 'lekker', '!'];['zijn', 'lekker', '!'];['WW(pv,tgw,ev)', 'ADJ(vrij,basis,zonder)', 'LET()'];NULL;[0, 1];[0, 1];PRODUCT_quality;pos;joy
pr_nl_e_0172;0;Geen koffiesmaak.;['Geen', 'koffiesmaak', '.'];['geen', 'koffiesmaak', '.'];['VNW(onbep,det)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1];[0, 1];PRODUCT_quality;neg;dissatisfaction
pr_nl_e_0173;0;smaakt naar 2 dagen oude koude koffie;['smaakt', 'naar', '2', 'dagen', 'oude', 'koude', 'koffie'];['smaken', 'naar', '2', 'dag', 'oud', 'koud', 'koffie'];['WW(pv,tgw,met-t)', 'VZ(init)', 'TW(hoofd,prenom,stan)', 'N(soort,mv,basis)', 'ADJ(prenom,basis,met-e,stan)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)'];NULL;[0, 1, 2, 3, 4, 5, 6];[0, 1, 2, 3, 4, 5, 6];PRODUCT_quality;neg;disgust
pr_nl_e_0174;0;Niet te zuipen!;['Niet', 'te', 'zuipen', '!'];['niet', 'te', 'zuipen', '!'];['BW()', 'VZ(init)', 'WW(inf,vrij,zonder)', 'LET()'];NULL;[0, 1, 2];[0, 1, 2];PRODUCT_quality;neg;disgust
pr_nl_e_0183;0;Wat een flop!;['Wat', 'een', 'flop', '!'];['wat', 'een', 'flop', '!'];['VNW(vb,pron,3o,ev)', 'LID(onbep)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1, 2];[0, 1, 2];PRODUCT_general;neg;anger
pr_nl_e_0190;0;Echt ecologisch is dit niet;['Echt', 'ecologisch', 'is', 'dit', 'niet'];['echt', 'ecologisch', 'zijn', 'dit', 'niet'];['ADJ(vrij,basis,zonder)', 'ADJ(vrij,basis,zonder)', 'WW(pv,tgw,ev)', 'VNW(aanw,pron,3o,ev)', 'BW()'];NULL;[0, 1, 2, 3, 4];[0, 1, 2, 3, 4];PRODUCT_quality;neg;dissatisfaction
pr_nl_e_0191;0;Te duur voor het gebodene!;['Te', 'duur', 'voor', 'het', 'gebodene', '!'];['te', 'duur', 'voor', 'het', 'geboden', '!'];['BW()', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'LID(bep)', 'ADJ(nom,basis,met-e,zonder-n,stan)', 'LET()'];NULL;[0, 1, 2, 3, 4];[0, 1, 2, 3, 4];PRODUCT_price;neg;anger
pr_nl_e_0197;0;Valt er tegen qua smaak;['Valt', 'er', 'tegen', 'qua', 'smaak'];['vallen', 'er', 'tegen', 'qua', 'smaak'];['WW(pv,tgw,met-t)', 'VNW(aanw,adv-pron,3,getal)', 'VZ(fin)', 'VZ(init)', 'N(soort,ev,basis,zijd,stan)'];NULL;[0, 1, 2, 3, 4];[0, 1, 2, 3, 4];PRODUCT_quality;neg;sadness
pr_nl_e_0204;2;Onzin!;['Onzin', '!'];['onzin', '!'];['N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0];[0];PRODUCT_quality;neg;anger
pr_nl_e_0204;4;Zeker geen aanrader!;['Zeker', 'geen', 'aanrader', '!'];['zeker', 'geen', 'aanrader', '!'];['ADJ(vrij,basis,zonder)', 'VNW(onbep,det)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1, 2];[0, 1, 2];PRODUCT_general;neg;distrust
pr_nl_e_0207;1;Ik vind het geen aanrader.;['Ik', 'vind', 'het', 'geen', 'aanrader', '.'];['ik', 'vinden', 'het', 'geen', 'aanrader', '.'];['VNW(pers,pron,1,ev)', 'WW(pv,tgw,ev)', 'VNW(pers,pron,3,ev,onz)', 'VNW(onbep,det)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[3, 4];[3, 4];PRODUCT_general;neg;distrust
pr_nl_e_0210;3;Wel leuk om iemand cadeau te doen.;['Wel', 'leuk', 'om', 'iemand', 'cadeau', 'te', 'doen', '.'];['wel', 'leuk', 'om', 'iemand', 'cadeau', 'te', 'doen', '.'];['BW()', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'VNW(onbep,pron,3p,ev)', 'N(soort,ev,basis,onz,stan)', 'VZ(init)', 'WW(inf,vrij,zonder)', 'LET()'];NULL;[1, 2, 3, 4, 5, 6];[1, 2, 3, 4, 5, 6];PRODUCT_general;pos;trust
pr_nl_e_0230;0;Dese thee smaakt muf;['Dese', 'thee', 'smaakt', 'muf'];['dees', 'thee', 'smaken', 'muf'];['ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'WW(pv,tgw,met-t)', 'N(soort,ev,basis,zijd,stan)'];asp_sent;[1];[2, 3];PRODUCT_quality;neg;disgust
pr_nl_e_0233;1;Niet erg leuk om aan iemand cadeau te geven.;['Niet', 'erg', 'leuk', 'om', 'aan', 'iemand', 'cadeau', 'te', 'geven', '.'];['niet', 'erg', 'leuk', 'om', 'aan', 'iemand', 'cadeau', 'te', 'geven', '.'];['BW()', 'ADJ(vrij,basis,zonder)', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'VZ(init)', 'VNW(onbep,pron,3p,ev)', 'N(soort,ev,basis,onz,stan)', 'VZ(init)', 'WW(inf,vrij,zonder)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6, 7, 8];[0, 1, 2, 3, 4, 5, 6, 7, 8];PRODUCT_general;neg;sadness
pr_nl_e_0236;1;Jammer;['Jammer'];['jammer'];['ADJ(vrij,basis,zonder)'];NULL;[0];[0];PRODUCT_quality;neg;sadness
pr_nl_e_0238;0;Prijzig en werkt bij mij niet;['Prijzig', 'en', 'werkt', 'bij', 'mij', 'niet'];['prijzig', 'en', 'werken', 'bij', 'mij', 'niet'];['ADJ(vrij,basis,zonder)', 'VG(neven)', 'WW(pv,tgw,met-t)', 'VZ(init)', 'VNW(pr,pron,1,ev)', 'BW()'];NULL;[0];[0];PRODUCT_price;neg;dissatisfaction
