verbatim;sentence_id;sentence;token;lemma;pos;term_type;aspect_index;sentiment_index;aspect;sentiment;emotion
al_nl_e_0011;4;Gemeld bij de servicebalie...;['Gemeld', 'bij', 'de', 'servicebalie', '...'];['melden', 'bij', 'de', 'servicebalie', '...'];['WW(vd,vrij,zonder)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];;;;;;
al_nl_e_0014;8;Volgende keer wellicht eens een andere maatschappij proberen.1;['Volgende', 'keer', 'wellicht', 'eens', 'een', 'andere', 'maatschappij', 'proberen.1'];['volgen', 'keer', 'wellicht', 'eens', 'een', 'ander', 'maatschappij', 'proberen.1'];['WW(od,prenom,met-e)', 'N(soort,ev,basis,zijd,stan)', 'BW()', 'BW()', 'LID(onbep)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'SPEC(symb)'];NULL;[0, 1, 2, 3, 4, 5, 6, 7];[0, 1, 2, 3, 4, 5, 6, 7];COMPANY_general;neg;distrust
al_nl_e_0015;4;Tot mijn verbazing meldt de KLM dat dat niet hun probleem is.;['Tot', 'mijn', 'verbazing', 'meldt', 'de', 'KLM', 'dat', 'dat', 'niet', 'hun', 'probleem', 'is', '.'];['tot', 'mijn', 'verbazing', 'melden', 'de', 'KLM', 'dat', 'dat', 'niet', 'hun', 'probleem', 'zijn', '.'];['VZ(init)', 'VNW(bez,det,1,ev)', 'N(soort,ev,basis,zijd,stan)', 'WW(pv,tgw,met-t)', 'LID(bep)', 'N(eigen,ev,basis,zijd,stan)', 'VG(onder)', 'VNW(aanw,pron,3o,ev)', 'BW()', 'VNW(bez,det,3,mv)', 'N(soort,ev,basis,onz,stan)', 'WW(pv,tgw,ev)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11];COMPANY_reliability;neg;surprise
al_nl_e_0016;4;Geen enkele reactie op mijn mailtjes.;['Geen', 'enkele', 'reactie', 'op', 'mijn', 'mailtjes', '.'];['geen', 'enkel', 'reactie', 'op', 'mijn', 'mail', '.'];['VNW(onbep,det)', 'VNW(onbep,det)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'VNW(bez,det,1,ev)', 'N(soort,mv,dim)', 'LET()'];asp_sent;[5];[0, 1, 2];MARCOM_general;neg;dissatisfaction
al_nl_e_0016;9;Schandalig Transavia!;['Schandalig', 'Transavia', '!'];['schandalig', 'transavia', '!'];['ADJ(vrij,basis,zonder)', 'SPEC(vreemd)', 'LET()'];asp_sent;[1];[0];COMPANY_reliability;neg;anger
al_nl_e_0017;5;Stijf en pijnlijk komen we aan in Dubai.;['Stijf', 'en', 'pijnlijk', 'komen', 'we', 'aan', 'in', 'Dubai', '.'];['stijf', 'en', 'pijnlijk', 'komen', 'we', 'aan', 'in', 'Dubai', '.'];['N(soort,ev,basis,onz,stan)', 'VG(neven)', 'ADJ(vrij,basis,zonder)', 'WW(pv,tgw,mv)', 'VNW(pers,pron,1,mv)', 'VZ(fin)', 'VZ(init)', 'N(eigen,ev,basis,onz,stan)', 'LET()'];NULL;[0];[0];FLIGHT_comfort;neg;anger
al_nl_e_0017;5;Stijf en pijnlijk komen we aan in Dubai.;['Stijf', 'en', 'pijnlijk', 'komen', 'we', 'aan', 'in', 'Dubai', '.'];['stijf', 'en', 'pijnlijk', 'komen', 'we', 'aan', 'in', 'Dubai', '.'];['N(soort,ev,basis,onz,stan)', 'VG(neven)', 'ADJ(vrij,basis,zonder)', 'WW(pv,tgw,mv)', 'VNW(pers,pron,1,mv)', 'VZ(fin)', 'VZ(init)', 'N(eigen,ev,basis,onz,stan)', 'LET()'];NULL;[2];[2];FLIGHT_comfort;neg;anger
al_nl_e_0020;0;Na jarenlang vliegen met transavia bevalt het nog steeds.;['Na', 'jarenlang', 'vliegen', 'met', 'transavia', 'bevalt', 'het', 'nog', 'steeds', '.'];['na', 'jarenlang', 'vliegen', 'met', 'transavium', 'bevallen', 'het', 'nog', 'steeds', '.'];['VZ(init)', 'ADJ(vrij,basis,zonder)', 'WW(inf,vrij,zonder)', 'VZ(init)', 'N(soort,mv,basis)', 'WW(pv,tgw,met-t)', 'VNW(pers,pron,3,ev,onz)', 'BW()', 'BW()', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6, 7, 8];[0, 1, 2, 3, 4, 5, 6, 7, 8];COMPANY_general;pos;trust
al_nl_e_0022;0;Prima vlucht;['Prima', 'vlucht'];['prima', 'vlucht'];['ADJ(vrij,basis,zonder)', 'N(soort,ev,basis,zijd,stan)'];asp_sent;[1];[0];FLIGHT_general;pos;satisfaction
al_nl_e_0023;8;Het is een schande dat dit bedrijf gesteund wordt door de overheid en in dit geval de belasting betaler.;['Het', 'is', 'een', 'schande', 'dat', 'dit', 'bedrijf', 'gesteund', 'wordt', 'door', 'de', 'overheid', 'en', 'in', 'dit', 'geval', 'de', 'belasting', 'betaler', '.'];['het', 'zijn', 'een', 'schande', 'dat', 'dit', 'bedrijf', 'steunen', 'worden', 'door', 'de', 'overheid', 'en', 'in', 'dit', 'geval', 'de', 'belasting', 'betaal', '.'];['VNW(pers,pron,3,ev,onz)', 'WW(pv,tgw,ev)', 'LID(onbep)', 'N(soort,ev,basis,zijd,stan)', 'VG(onder)', 'VNW(aanw,det)', 'N(soort,ev,basis,onz,stan)', 'WW(vd,vrij,zonder)', 'WW(pv,tgw,met-t)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'VG(neven)', 'VZ(init)', 'VNW(aanw,det)', 'N(soort,ev,basis,onz,stan)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'ADJ(vrij,comp,zonder)', 'LET()'];asp_sent;[4, 5, 6, 7, 8, 9, 10, 11];[3];COMPANY_general;neg;anger
al_nl_e_0026;0;Als veel gebruiker van KLM wordt ik gek van de koffer kosten.;['Als', 'veel', 'gebruiker', 'van', 'KLM', 'wordt', 'ik', 'gek', 'van', 'de', 'koffer', 'kosten', '.'];['als', 'veel', 'gebruiker', 'van', 'KLM', 'worden', 'ik', 'gek', 'van', 'de', 'koffer', 'kosten', '.'];['VG(onder)', 'VNW(onbep,grad,basis)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'N(eigen,ev,basis,zijd,stan)', 'WW(pv,tgw,met-t)', 'VNW(pers,pron,1,ev)', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'WW(inf,vrij,zonder)', 'LET()'];asp_sent;[10, 11];[7];BOOKING_price;neg;anger
al_nl_e_0026;3;Super frustrerend!;['Super', 'frustrerend', '!'];['super', 'frustreren', '!'];['N(soort,ev,basis,zijd,stan)', 'WW(od,vrij,zonder)', 'LET()'];NULL;[0, 1];[0, 1];FLIGHT_misc;very_neg;anger
al_nl_e_0027;0;De afgelopen week niet te bereiken, dit vanwege COVID-19.;['De', 'afgelopen', 'week', 'niet', 'te', 'bereiken', ',', 'dit', 'vanwege', 'COVID-19', '.'];['de', 'aflopen', 'week', 'niet', 'te', 'bereiken', ',', 'dit', 'vanwege', 'COVID-19', '.'];['LID(bep)', 'WW(vd,prenom,zonder)', 'N(soort,ev,basis,zijd,stan)', 'BW()', 'VZ(init)', 'WW(inf,vrij,zonder)', 'LET()', 'VNW(aanw,pron,3o,ev)', 'VZ(init)', 'N(eigen,ev,basis,onz,stan)', 'LET()'];NULL;[3, 4, 5];[3, 4, 5];MARCOM_availability;neg;dissatisfaction
al_nl_e_0029;5;Gelukkig was er nog een piepklein broodje.;['Gelukkig', 'was', 'er', 'nog', 'een', 'piepklein', 'broodje', '.'];['gelukkig', 'zijn', 'er', 'nog', 'een', 'piepklein', 'broodje', '.'];['ADJ(vrij,basis,zonder)', 'WW(pv,verl,ev)', 'VNW(aanw,adv-pron,3,getal)', 'BW()', 'LID(onbep)', 'ADJ(prenom,basis,zonder)', 'N(soort,ev,dim,onz,stan)', 'LET()'];asp_sent;[1, 2, 3, 4, 5, 6];[0];FOOD&DRINKS_options;pos;dissatisfaction
al_nl_e_0029;7;);[')'];[')'];['LET()'];;;;;;
al_nl_e_0031;11;Wij hebben in totaal 5 uur moeten wachten!;['Wij', 'hebben', 'in', 'totaal', '5', 'uur', 'moeten', 'wachten', '!'];['wij', 'hebben', 'in', 'totaal', '5', 'uur', 'moeten', 'wachten', '!'];['VNW(pers,pron,1,mv)', 'WW(pv,tgw,mv)', 'VZ(init)', 'ADJ(nom,basis,zonder,zonder-n)', 'TW(hoofd,prenom,stan)', 'N(soort,ev,basis,onz,stan)', 'WW(inf,vrij,zonder)', 'WW(inf,vrij,zonder)', 'LET()'];NULL;[2, 3, 4, 5, 6, 7];[2, 3, 4, 5, 6, 7];FLIGHT_misc;neg;anger
al_nl_e_0033;1;Eigenlijk hebben ze geen enkele ster verdient.;['Eigenlijk', 'hebben', 'ze', 'geen', 'enkele', 'ster', 'verdient', '.'];['eigenlijk', 'hebben', 'ze', 'geen', 'enkel', 'ster', 'verdienen', '.'];['ADJ(vrij,basis,zonder)', 'WW(pv,tgw,mv)', 'VNW(pers,pron,3,mv)', 'VNW(onbep,det)', 'VNW(onbep,det)', 'N(soort,ev,basis,zijd,stan)', 'WW(pv,tgw,met-t)', 'LET()'];NULL;[3, 4, 5, 6];[3, 4, 5, 6];COMPANY_misc;neg;anger
al_nl_e_0035;0;Dramatisch handelen van transavia.;['Dramatisch', 'handelen', 'van', 'transavia', '.'];['dramatisch', 'handelen', 'van', 'transavium', '.'];['ADJ(vrij,basis,zonder)', 'WW(inf,vrij,zonder)', 'VZ(init)', 'N(soort,mv,basis)', 'LET()'];asp_sent;[1, 2, 3];[0];COMPANY_general;neg;dissatisfaction
al_nl_e_0035;1;Onze vlucht in april gecancelled vanwege corona.;['Onze', 'vlucht', 'in', 'april', 'gecancelled', 'vanwege', 'corona', '.'];['ons', 'vlucht', 'in', 'april', 'cancellen', 'vanwege', 'corona', '.'];['VNW(bez,det,1,mv)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'N(eigen,ev,basis,zijd,stan)', 'WW(vd,vrij,zonder)', 'VZ(init)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];;;;;;
al_nl_e_0037;1;Nog nooit zoveel onprofessionalisme meegemaakt.;['Nog', 'nooit', 'zoveel', 'onprofessionalisme', 'meegemaakt', '.'];['nog', 'nooit', 'zoveel', 'onprofessionalisme', 'meemaken', '.'];['BW()', 'BW()', 'TW(hoofd,prenom,stan)', 'N(soort,ev,basis,onz,stan)', 'WW(vd,vrij,zonder)', 'LET()'];NULL;[0, 1, 2, 3, 4];[0, 1, 2, 3, 4];COMPANY_general;neg;anger
al_nl_e_0037;8;Ik ben genoodzaakt op te hangen.';"['Ik', 'ben', 'genoodzaakt', 'op', 'te', 'hangen', '.', ""'""]";"['ik', 'zijn', 'noodzaken', 'op', 'te', 'hangen', '.', ""'""]";['VNW(pers,pron,1,ev)', 'WW(pv,tgw,ev)', 'WW(vd,vrij,zonder)', 'VZ(fin)', 'VZ(init)', 'WW(inf,vrij,zonder)', 'LET()', 'LET()'];;;;;;
al_nl_e_0037;11;Daarna nog 50 min in de wacht gestaan.;['Daarna', 'nog', '50', 'min', 'in', 'de', 'wacht', 'gestaan', '.'];['daarna', 'nog', '50', 'min', 'in', 'de', 'wacht', 'staan', '.'];['BW()', 'BW()', 'TW(hoofd,prenom,stan)', 'BW()', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'WW(vd,vrij,zonder)', 'LET()'];NULL;[1, 2, 3, 4, 5, 6, 7];[1, 2, 3, 4, 5, 6, 7];MARCOM_speed;neg;dissatisfaction
al_nl_e_0038;1;Echt belachelijk!;['Echt', 'belachelijk', '!'];['echt', 'belachelijk', '!'];['ADJ(vrij,basis,zonder)', 'ADJ(vrij,basis,zonder)', 'LET()'];NULL;[1];[1];BOOKING_price;neg;anger
al_nl_e_0038;3;Zwaar teleurgesteld.;['Zwaar', 'teleurgesteld', '.'];['zwaar', 'teleurstellen', '.'];['ADJ(vrij,basis,zonder)', 'WW(vd,vrij,zonder)', 'LET()'];NULL;[0, 1];[0, 1];BOOKING_general;very_neg;sadness
al_nl_e_0040;1;Tijdens afrekenen was het ineens veel duurder.;['Tijdens', 'afrekenen', 'was', 'het', 'ineens', 'veel', 'duurder', '.'];['tijdens', 'afrekenen', 'zijn', 'het', 'ineens', 'veel', 'duur', '.'];['VZ(init)', 'WW(inf,vrij,zonder)', 'WW(pv,verl,ev)', 'VNW(pers,pron,3,ev,onz)', 'BW()', 'VNW(onbep,grad,basis)', 'ADJ(vrij,comp,zonder)', 'LET()'];NULL;[5, 6];[5, 6];BOOKING_price;very_neg;dissatisfaction
al_nl_e_0042;0;goedkoop vliegen kan dus nog.;['goedkoop', 'vliegen', 'kan', 'dus', 'nog', '.'];['goedkoop', 'vliegen', 'kunnen', 'dus', 'nog', '.'];['ADJ(vrij,basis,zonder)', 'WW(inf,vrij,zonder)', 'WW(pv,tgw,ev)', 'BW()', 'BW()', 'LET()'];NULL;[0, 1, 2, 3, 4];[0, 1, 2, 3, 4];FLIGHT_price;pos;satisfaction
al_nl_e_0042;2;Zeer aantrekkelijk.;['Zeer', 'aantrekkelijk', '.'];['zeer', 'aantrekkelijk', '.'];['BW()', 'ADJ(vrij,basis,zonder)', 'LET()'];NULL;[0, 1];[0, 1];FLIGHT_price;very_pos;anticipation
al_nl_e_0044;10;Je wordt als vip behandeld in de economy.;['Je', 'wordt', 'als', 'vip', 'behandeld', 'in', 'de', 'economy', '.'];['je', 'worden', 'als', 'vip', 'behandelen', 'in', 'de', 'economy', '.'];['VNW(pers,pron,2v,ev)', 'WW(pv,tgw,met-t)', 'VZ(init)', 'N(soort,ev,basis,zijd,stan)', 'WW(vd,vrij,zonder)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6, 7];[0, 1, 2, 3, 4, 5, 6, 7];PERSONNEL_service;pos;joy
al_nl_e_0047;3;Ik heb maar op een halve stoel gezeten maar voor een hele betaald.;['Ik', 'heb', 'maar', 'op', 'een', 'halve', 'stoel', 'gezeten', 'maar', 'voor', 'een', 'hele', 'betaald', '.'];['ik', 'hebben', 'maar', 'op', 'een', 'half', 'stoel', 'zitten', 'maar', 'voor', 'een', 'heel', 'betalen', '.'];['VNW(pers,pron,1,ev)', 'WW(pv,tgw,ev)', 'BW()', 'VZ(init)', 'LID(onbep)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'WW(vd,vrij,zonder)', 'VG(neven)', 'VZ(init)', 'LID(onbep)', 'ADJ(prenom,basis,met-e,stan)', 'WW(vd,vrij,zonder)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12];FLIGHT_price;neg;dissatisfaction
al_nl_e_0048;4;Normaal ben ik tevreden met KLM maar deze keer niet.;['Normaal', 'ben', 'ik', 'tevreden', 'met', 'KLM', 'maar', 'deze', 'keer', 'niet', '.'];['normaal', 'zijn', 'ik', 'tevreden', 'met', 'KLM', 'maar', 'deze', 'keer', 'niet', '.'];['ADJ(vrij,basis,zonder)', 'WW(pv,tgw,ev)', 'VNW(pers,pron,1,ev)', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'N(eigen,ev,basis,zijd,stan)', 'VG(neven)', 'VNW(aanw,det)', 'N(soort,ev,basis,zijd,stan)', 'BW()', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];COMPANY_general;neg;dissatisfaction
al_nl_e_0049;3;Waardeloos.;['Waardeloos', '.'];['waardeloos', '.'];['ADJ(vrij,basis,zonder)', 'LET()'];NULL;[0];[0];MARCOM_general;neg;anger
al_nl_e_0051;1;U moet zich schamen dat u zo met uw klanten omgaat.;['U', 'moet', 'zich', 'schamen', 'dat', 'u', 'zo', 'met', 'uw', 'klanten', 'omgaat', '.'];['U', 'moeten', 'zich', 'schamen', 'dat', 'u', 'zo', 'met', 'uw', 'klant', 'omgaan', '.'];['VNW(pers,pron,2b,getal)', 'WW(pv,tgw,ev)', 'VNW(refl,pron,3,getal)', 'WW(inf,vrij,zonder)', 'VG(onder)', 'VNW(pers,pron,2b,getal)', 'BW()', 'VZ(init)', 'VNW(bez,det,2,getal)', 'N(soort,mv,basis)', 'WW(pv,tgw,met-t)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10];COMPANY_general;neg;anger
al_nl_e_0051;2;M.P.J. Adriaansen;['M.P.J.', 'Adriaansen'];['M.P.J.', 'Adriaansen'];['SPEC(deeleigen)', 'SPEC(deeleigen)'];;;;;;
al_nl_e_0060;6;Binnenhalen / annuleren / herboeken tegen forse meerprijs.;['Binnenhalen', '/', 'annuleren', '/', 'herboeken', 'tegen', 'forse', 'meerprijs', '.'];['binnenhalen', '/', 'annuleren', '/', 'herboeken', 'tegen', 'fors', 'meerprijs', '.'];['WW(inf,vrij,zonder)', 'LET()', 'WW(inf,vrij,zonder)', 'LET()', 'WW(inf,vrij,zonder)', 'VZ(init)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];asp_sent;[4];[6, 7];BOOKING_price;very_neg;dissatisfaction
al_nl_e_0062;3;Krap.;['Krap', '.'];['krap', '.'];['ADJ(vrij,basis,zonder)', 'LET()'];NULL;[0];[0];FLIGHT_comfort;neg;dissatisfaction
al_nl_e_0064;1;Het vliegtuig vertrok ruim drie kwartier later.;['Het', 'vliegtuig', 'vertrok', 'ruim', 'drie', 'kwartier', 'later', '.'];['het', 'vliegtuig', 'vertrekken', 'ruim', 'drie', 'kwartier', 'laat', '.'];['LID(bep)', 'N(soort,ev,basis,onz,stan)', 'WW(pv,verl,ev)', 'ADJ(vrij,basis,zonder)', 'TW(hoofd,prenom,stan)', 'N(soort,ev,basis,onz,stan)', 'ADJ(vrij,comp,zonder)', 'LET()'];asp_sent;[1, 2];[4, 5, 6];FLIGHT_punctuality;neg;dissatisfaction
al_nl_e_0065;26;Jammer;['Jammer'];['jammer'];['ADJ(vrij,basis,zonder)'];NULL;[0];[0];COMPANY_general;neg;sadness
al_nl_e_0067;11;Groetjes |bJrGR| |hVwW|;['Groetjes', '|bJrGR|', '|hVwW|'];['groet', '|bJrGR|', '|hVwW|'];['N(soort,mv,dim)', 'SPEC(deeleigen)', 'SPEC(deeleigen)'];;;;;;
al_nl_e_0069;10;Slechte stoelen.;['Slechte', 'stoelen', '.'];['slecht', 'stoel', '.'];['ADJ(prenom,basis,met-e,stan)', 'N(soort,mv,basis)', 'LET()'];asp_sent;[1];[0];FLIGHT_comfort;neg;dissatisfaction
al_nl_e_0069;12;Geen zeep op toiletten.;['Geen', 'zeep', 'op', 'toiletten', '.'];['geen', 'zeep', 'op', 'toilet', '.'];['VNW(onbep,det)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'N(soort,mv,basis)', 'LET()'];NULL;[0, 1, 2, 3];[0, 1, 2, 3];FLIGHT_comfort;neg;dissatisfaction
al_nl_e_0070;3;Ik zou deze vliegmaatschappij bij iedereen aanbevelen!:;['Ik', 'zou', 'deze', 'vliegmaatschappij', 'bij', 'iedereen', 'aanbevelen', '!', ':'];['ik', 'zullen', 'deze', 'vliegmaatschappij', 'bij', 'iedereen', 'aanbevelen', '!', ':'];['VNW(pers,pron,1,ev)', 'WW(pv,verl,ev)', 'VNW(aanw,det)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'VNW(onbep,pron,3p,ev)', 'WW(inf,vrij,zonder)', 'LET()', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6];[0, 1, 2, 3, 4, 5, 6];COMPANY_general;pos;trust
al_nl_e_0070;4;);[')'];[')'];['LET()'];;;;;;
al_nl_e_0071;2;Super rustig.;['Super', 'rustig', '.'];['super', 'rustig', '.'];['N(soort,ev,basis,zijd,stan)', 'ADJ(vrij,basis,zonder)', 'LET()'];NULL;[0, 1];[0, 1];AIRPORT_misc;pos;satisfaction
al_nl_e_0071;6;Beter dan EASY JET.;['Beter', 'dan', 'EASY', 'JET', '.'];['goed', 'dan', 'EASY', 'JET', '.'];['ADJ(vrij,comp,zonder)', 'VG(onder)', 'SPEC(deeleigen)', 'SPEC(deeleigen)', 'LET()'];;;;;;
al_nl_e_0072;6;Ik zou met transavia kunnen bellen.;['Ik', 'zou', 'met', 'transavia', 'kunnen', 'bellen', '.'];['ik', 'zullen', 'met', 'transavium', 'kunnen', 'bellen', '.'];['VNW(pers,pron,1,ev)', 'WW(pv,verl,ev)', 'VZ(init)', 'N(soort,mv,basis)', 'WW(pv,tgw,mv)', 'WW(inf,vrij,zonder)', 'LET()'];;;;;;
al_nl_e_0074;0;Goed op de hoogte van de reis gehouden en klassepersoneel aan boord.;['Goed', 'op', 'de', 'hoogte', 'van', 'de', 'reis', 'gehouden', 'en', 'klassepersoneel', 'aan', 'boord', '.'];['goed', 'op', 'de', 'hoogte', 'van', 'de', 'reis', 'houden', 'en', 'klassepersoneel', 'aan', 'boord', '.'];['ADJ(vrij,basis,zonder)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'WW(vd,vrij,zonder)', 'VG(neven)', 'N(soort,ev,basis,onz,stan)', 'VZ(init)', 'N(soort,ev,basis,genus,stan)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6, 7];[0, 1, 2, 3, 4, 5, 6, 7];BOOKING_misc;pos;satisfaction
al_nl_e_0074;0;Goed op de hoogte van de reis gehouden en klassepersoneel aan boord.;['Goed', 'op', 'de', 'hoogte', 'van', 'de', 'reis', 'gehouden', 'en', 'klassepersoneel', 'aan', 'boord', '.'];['goed', 'op', 'de', 'hoogte', 'van', 'de', 'reis', 'houden', 'en', 'klassepersoneel', 'aan', 'boord', '.'];['ADJ(vrij,basis,zonder)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'WW(vd,vrij,zonder)', 'VG(neven)', 'N(soort,ev,basis,onz,stan)', 'VZ(init)', 'N(soort,ev,basis,genus,stan)', 'LET()'];NULL;[9];[9];PERSONNEL_general;pos;joy
