verbatim;sentence_id;sentence;token;lemma;pos;term_type;aspect_index;sentiment_index;aspect;sentiment;emotion
ho_nl_e_0010;4;Zeker voor herhaling vatbaar!;['Zeker', 'voor', 'herhaling', 'vatbaar', '!'];['zeker', 'voor', 'herhaling', 'vatbaar', '!'];['ADJ(vrij,basis,zonder)', 'VZ(init)', 'N(soort,ev,basis,zijd,stan)', 'ADJ(vrij,basis,zonder)', 'LET()'];NULL;[0, 1, 2, 3];[0, 1, 2, 3];HOTEL_general;pos;trust
ho_nl_e_0010;5;Erg vriendelijk ontvangen!;['Erg', 'vriendelijk', 'ontvangen', '!'];['erg', 'vriendelijk', 'ontvangen', '!'];['ADJ(vrij,basis,zonder)', 'ADJ(vrij,basis,zonder)', 'WW(vd,vrij,zonder)', 'LET()'];asp_sent;[2];[0, 1];PERSONNEL_hospitality;very_pos;joy
ho_nl_e_0011;1;We hebben als gezin erg genoten van een heerlijk weekendje weg met z'n allen.;"['We', 'hebben', 'als', 'gezin', 'erg', 'genoten', 'van', 'een', 'heerlijk', 'weekendje', 'weg', 'met', ""z'n"", 'allen', '.']";['we', 'hebben', 'als', 'gezin', 'erg', 'genieten', 'van', 'een', 'heerlijk', 'weekend', 'weg', 'met', 'zijn', 'al', '.'];['VNW(pers,pron,1,mv)', 'WW(pv,tgw,mv)', 'VZ(init)', 'N(soort,ev,basis,onz,stan)', 'ADJ(vrij,basis,zonder)', 'WW(vd,vrij,zonder)', 'VZ(init)', 'LID(onbep)', 'ADJ(prenom,basis,zonder)', 'N(soort,ev,dim,onz,stan)', 'BW()', 'VZ(init)', 'VNW(bez,det,3,ev)', 'VNW(onbep,det)', 'LET()'];asp_sent;[9, 10, 11, 12, 13];[8];HOTEL_general;pos;joy
ho_nl_e_0011;1;We hebben als gezin erg genoten van een heerlijk weekendje weg met z'n allen.;"['We', 'hebben', 'als', 'gezin', 'erg', 'genoten', 'van', 'een', 'heerlijk', 'weekendje', 'weg', 'met', ""z'n"", 'allen', '.']";['we', 'hebben', 'als', 'gezin', 'erg', 'genieten', 'van', 'een', 'heerlijk', 'weekend', 'weg', 'met', 'zijn', 'al', '.'];['VNW(pers,pron,1,mv)', 'WW(pv,tgw,mv)', 'VZ(init)', 'N(soort,ev,basis,onz,stan)', 'ADJ(vrij,basis,zonder)', 'WW(vd,vrij,zonder)', 'VZ(init)', 'LID(onbep)', 'ADJ(prenom,basis,zonder)', 'N(soort,ev,dim,onz,stan)', 'BW()', 'VZ(init)', 'VNW(bez,det,3,ev)', 'VNW(onbep,det)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5];[0, 1, 2, 3, 4, 5];HOTEL_general;pos;joy
ho_nl_e_0013;4;Komen zeker terug!;['Komen', 'zeker', 'terug', '!'];['komen', 'zeker', 'terug', '!'];['WW(pv,tgw,mv)', 'ADJ(vrij,basis,zonder)', 'BW()', 'LET()'];NULL;[0, 1, 2];[0, 1, 2];HOTEL_general;pos;trust
ho_nl_e_0015;8;Alles was prima in orde.;['Alles', 'was', 'prima', 'in', 'orde', '.'];['alles', 'zijn', 'prima', 'in', 'orde', '.'];['VNW(onbep,pron,3o,ev)', 'WW(pv,verl,ev)', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1, 2, 3, 4];[0, 1, 2, 3, 4];HOTEL_general;pos;joy
ho_nl_e_0015;9;Dit;['Dit'];['dit'];['VNW(aanw,pron,3o,ev)'];;;;;;
ho_nl_e_0016;7;We vonden nog een leeg blikje met sigarettenpeuk op het terras en haren naast het bed.;['We', 'vonden', 'nog', 'een', 'leeg', 'blikje', 'met', 'sigarettenpeuk', 'op', 'het', 'terras', 'en', 'haren', 'naast', 'het', 'bed', '.'];['we', 'vinden', 'nog', 'een', 'leeg', 'blikje', 'met', 'sigarettenpeuk', 'op', 'het', 'terras', 'en', 'haar', 'naast', 'het', 'bed', '.'];['VNW(pers,pron,1,mv)', 'WW(pv,verl,mv)', 'BW()', 'LID(onbep)', 'ADJ(prenom,basis,zonder)', 'N(soort,ev,dim,onz,stan)', 'VZ(init)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,onz,stan)', 'VG(neven)', 'N(soort,mv,basis)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,onz,stan)', 'LET()'];NULL;[4, 5, 6, 7, 8, 9, 10];[4, 5, 6, 7, 8, 9, 10];ROOM_cleanliness;neg;disgust
ho_nl_e_0016;7;We vonden nog een leeg blikje met sigarettenpeuk op het terras en haren naast het bed.;['We', 'vonden', 'nog', 'een', 'leeg', 'blikje', 'met', 'sigarettenpeuk', 'op', 'het', 'terras', 'en', 'haren', 'naast', 'het', 'bed', '.'];['we', 'vinden', 'nog', 'een', 'leeg', 'blikje', 'met', 'sigarettenpeuk', 'op', 'het', 'terras', 'en', 'haar', 'naast', 'het', 'bed', '.'];['VNW(pers,pron,1,mv)', 'WW(pv,verl,mv)', 'BW()', 'LID(onbep)', 'ADJ(prenom,basis,zonder)', 'N(soort,ev,dim,onz,stan)', 'VZ(init)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,onz,stan)', 'VG(neven)', 'N(soort,mv,basis)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,onz,stan)', 'LET()'];NULL;[12, 13, 14, 15];[12, 13, 14, 15];ROOM_cleanliness;neg;disgust
ho_nl_e_0018;6;Ook een super comfortabel bed en heerlijke douche.;['Ook', 'een', 'super', 'comfortabel', 'bed', 'en', 'heerlijke', 'douche', '.'];['ook', 'een', 'super', 'comfortabel', 'bed', 'en', 'heerlijk', 'douche', '.'];['BW()', 'LID(onbep)', 'N(soort,ev,basis,zijd,stan)', 'ADJ(prenom,basis,zonder)', 'N(soort,ev,basis,onz,stan)', 'VG(neven)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];asp_sent;[7];[6];AMENITIES_comfort;pos;joy
ho_nl_e_0018;6;Ook een super comfortabel bed en heerlijke douche.;['Ook', 'een', 'super', 'comfortabel', 'bed', 'en', 'heerlijke', 'douche', '.'];['ook', 'een', 'super', 'comfortabel', 'bed', 'en', 'heerlijk', 'douche', '.'];['BW()', 'LID(onbep)', 'N(soort,ev,basis,zijd,stan)', 'ADJ(prenom,basis,zonder)', 'N(soort,ev,basis,onz,stan)', 'VG(neven)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];asp_sent;[4];[2, 3];AMENITIES_comfort;very_pos;joy
ho_nl_e_0018;7;Alleen maar lof.;['Alleen', 'maar', 'lof', '.'];['alleen', 'maar', 'lof', '.'];['BW()', 'BW()', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1, 2];[0, 1, 2];HOTEL_general;pos;joy
ho_nl_e_0020;1;Prachtige kamer.;['Prachtige', 'kamer', '.'];['prachtig', 'kamer', '.'];['ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];asp_sent;[1];[0];ROOM_ambiance;pos;joy
ho_nl_e_0020;3;Beter hoef je het niet te hebben.;['Beter', 'hoef', 'je', 'het', 'niet', 'te', 'hebben', '.'];['goed', 'hoeven', 'je', 'het', 'niet', 'te', 'hebben', '.'];['ADJ(vrij,comp,zonder)', 'WW(pv,tgw,ev)', 'VNW(pers,pron,2v,ev)', 'VNW(pers,pron,3,ev,onz)', 'BW()', 'VZ(init)', 'WW(inf,vrij,zonder)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6];[0, 1, 2, 3, 4, 5, 6];HOTEL_general;pos;joy
ho_nl_e_0020;5;Dichtbij Deventer en Apeldoorn.;['Dichtbij', 'Deventer', 'en', 'Apeldoorn', '.'];['dichtbij', 'Deventer', 'en', 'Apeldoorn', '.'];['VZ(init)', 'N(eigen,ev,basis,onz,stan)', 'VG(neven)', 'N(eigen,ev,basis,onz,stan)', 'LET()'];NULL;[0, 1, 2, 3];[0, 1, 2, 3];HOTEL_location;pos;satisfaction
ho_nl_e_0020;7;Routes liggen klaar.;['Routes', 'liggen', 'klaar', '.'];['route', 'liggen', 'klaar', '.'];['N(soort,mv,basis)', 'WW(pv,tgw,mv)', 'ADJ(vrij,basis,zonder)', 'LET()'];;;;;;
ho_nl_e_0021;2;En de jacuzzi: geweldig.;['En', 'de', 'jacuzzi', ':', 'geweldig', '.'];['en', 'de', 'jacuzzi', ':', 'geweldig', '.'];['VG(neven)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'LET()', 'ADJ(vrij,basis,zonder)', 'LET()'];asp_sent;[2];[4];FACILITIES_general;pos;joy
ho_nl_e_0021;4;Zonde.;['Zonde', '.'];['zonde', '.'];['N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0];[0];HOTEL_comfort;neg;sadness
ho_nl_e_0023;3;Zeldzaam.;['Zeldzaam', '.'];['zeldzaam', '.'];['ADJ(vrij,basis,zonder)', 'LET()'];NULL;[0];[0];HOTEL_general;pos;trust
ho_nl_e_0025;4;Het is gezellig.;['Het', 'is', 'gezellig', '.'];['het', 'zijn', 'gezellig', '.'];['VNW(pers,pron,3,ev,onz)', 'WW(pv,tgw,ev)', 'ADJ(vrij,basis,zonder)', 'LET()'];NULL;[2];[2];FACILITIES_appearance;pos;satisfaction
ho_nl_e_0025;5;Het is nog geen vijf minuten lopen van het treinstation.;['Het', 'is', 'nog', 'geen', 'vijf', 'minuten', 'lopen', 'van', 'het', 'treinstation', '.'];['het', 'zijn', 'nog', 'geen', 'vijf', 'minuut', 'lopen', 'van', 'het', 'treinstation', '.'];['VNW(pers,pron,3,ev,onz)', 'WW(pv,tgw,ev)', 'BW()', 'VNW(onbep,det)', 'TW(hoofd,prenom,stan)', 'N(soort,mv,basis)', 'WW(pv,tgw,mv)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,onz,stan)', 'LET()'];NULL;[2, 3, 4, 5, 6, 7, 8, 9];[2, 3, 4, 5, 6, 7, 8, 9];HOTEL_location;pos;satisfaction
ho_nl_e_0026;2;Tsja...;['Tsja', '...'];['Tsja', '...'];['N(eigen,ev,basis,onz,stan)', 'LET()'];;;;;;
ho_nl_e_0027;3;Uitgebreid ontbijtbuffet.;['Uitgebreid', 'ontbijtbuffet', '.'];['uitgebreid', 'ontbijtbuffetten', '.'];['N(soort,ev,basis,zijd,stan)', 'WW(vd,vrij,zonder)', 'LET()'];asp_sent;[1];[0];FOOD&DRINKS_options;pos;satisfaction
ho_nl_e_0029;4;Niet voor bedrijfsactiviteiten met vegan-eten.;['Niet', 'voor', 'bedrijfsactiviteiten', 'met', 'vegan-eten', '.'];['niet', 'voor', 'bedrijfsactiviteit', 'met', 'vegan-eet', '.'];['BW()', 'VZ(init)', 'N(soort,mv,basis)', 'VZ(init)', 'N(soort,mv,basis)', 'LET()'];NULL;[0, 1, 2, 3, 4];[0, 1, 2, 3, 4];FOOD&DRINKS_general;neg;dissatisfaction
ho_nl_e_0031;0;Rust, ruimte en volop vermaak voor de kinderen.;['Rust', ',', 'ruimte', 'en', 'volop', 'vermaak', 'voor', 'de', 'kinderen', '.'];['rusten', ',', 'ruimte', 'en', 'volop', 'vermaak', 'voor', 'de', 'kind', '.'];['WW(pv,tgw,ev)', 'LET()', 'N(soort,ev,basis,zijd,stan)', 'VG(neven)', 'BW()', 'N(soort,ev,basis,onz,stan)', 'VZ(init)', 'LID(bep)', 'N(soort,mv,basis)', 'LET()'];NULL;[0];[0];HOTEL_appearance;pos;satisfaction
ho_nl_e_0031;0;Rust, ruimte en volop vermaak voor de kinderen.;['Rust', ',', 'ruimte', 'en', 'volop', 'vermaak', 'voor', 'de', 'kinderen', '.'];['rusten', ',', 'ruimte', 'en', 'volop', 'vermaak', 'voor', 'de', 'kind', '.'];['WW(pv,tgw,ev)', 'LET()', 'N(soort,ev,basis,zijd,stan)', 'VG(neven)', 'BW()', 'N(soort,ev,basis,onz,stan)', 'VZ(init)', 'LID(bep)', 'N(soort,mv,basis)', 'LET()'];NULL;[2];[2];HOTEL_comfort;pos;satisfaction
ho_nl_e_0031;0;Rust, ruimte en volop vermaak voor de kinderen.;['Rust', ',', 'ruimte', 'en', 'volop', 'vermaak', 'voor', 'de', 'kinderen', '.'];['rusten', ',', 'ruimte', 'en', 'volop', 'vermaak', 'voor', 'de', 'kind', '.'];['WW(pv,tgw,ev)', 'LET()', 'N(soort,ev,basis,zijd,stan)', 'VG(neven)', 'BW()', 'N(soort,ev,basis,onz,stan)', 'VZ(init)', 'LID(bep)', 'N(soort,mv,basis)', 'LET()'];NULL;[4, 5, 6, 7, 8];[4, 5, 6, 7, 8];HOTEL_general;pos;satisfaction
ho_nl_e_0032;0;Wij zijn dol op de boer en bed-formule!;['Wij', 'zijn', 'dol', 'op', 'de', 'boer', 'en', 'bed-formule', '!'];['wij', 'zijn', 'dol', 'op', 'de', 'boer', 'en', 'bed-formule', '!'];['VNW(pers,pron,1,mv)', 'WW(pv,tgw,mv)', 'ADJ(vrij,basis,zonder)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'VG(neven)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6, 7];[0, 1, 2, 3, 4, 5, 6, 7];HOTEL_general;pos;joy
ho_nl_e_0034;1;Mochten gebruik maken van de faciliteiten in de keuken en plaatsnemen in de woonkamer.;['Mochten', 'gebruik', 'maken', 'van', 'de', 'faciliteiten', 'in', 'de', 'keuken', 'en', 'plaatsnemen', 'in', 'de', 'woonkamer', '.'];['mocht', 'gebruik', 'maken', 'van', 'de', 'faciliteit', 'in', 'de', 'keuken', 'en', 'plaatsneem', 'in', 'de', 'woonkamer', '.'];['N(soort,mv,basis)', 'N(soort,ev,basis,onz,stan)', 'WW(inf,vrij,zonder)', 'VZ(init)', 'LID(bep)', 'N(soort,mv,basis)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'VG(neven)', 'N(soort,mv,basis)', 'VZ(init)', 'LID(bep)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13];FACILITIES_availability;pos;satisfaction
ho_nl_e_0036;3;Fijn ontbijt en lekkere koffie.;['Fijn', 'ontbijt', 'en', 'lekkere', 'koffie', '.'];['fijn', 'ontbijt', 'en', 'lekker', 'koffie', '.'];['ADJ(prenom,basis,zonder)', 'N(soort,ev,basis,onz,stan)', 'VG(neven)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];asp_sent;[1];[0];FOOD&DRINKS_general;pos;satisfaction
ho_nl_e_0036;3;Fijn ontbijt en lekkere koffie.;['Fijn', 'ontbijt', 'en', 'lekkere', 'koffie', '.'];['fijn', 'ontbijt', 'en', 'lekker', 'koffie', '.'];['ADJ(prenom,basis,zonder)', 'N(soort,ev,basis,onz,stan)', 'VG(neven)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];asp_sent;[4];[3];FOOD&DRINKS_quality;pos;satisfaction
ho_nl_e_0037;9;Wat;['Wat'];['wat'];['VNW(vb,pron,3o,ev)'];;;;;;
ho_nl_e_0039;4;We komen graag terug.;['We', 'komen', 'graag', 'terug', '.'];['we', 'komen', 'graag', 'terug', '.'];['VNW(pers,pron,1,mv)', 'WW(pv,tgw,mv)', 'BW()', 'BW()', 'LET()'];NULL;[0, 1, 2, 3];[0, 1, 2, 3];HOTEL_general;pos;trust
ho_nl_e_0042;1;Nette schone en mooie wagen met alles erop en eraan.;['Nette', 'schone', 'en', 'mooie', 'wagen', 'met', 'alles', 'erop', 'en', 'eraan', '.'];['nette', 'schoon', 'en', 'mooi', 'wagen', 'met', 'alles', 'erop', 'en', 'eraan', '.'];['BW()', 'ADJ(prenom,basis,met-e,stan)', 'VG(neven)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'VNW(onbep,pron,3o,ev)', 'BW()', 'VG(neven)', 'BW()', 'LET()'];asp_sent;[4];[0];ROOM_cleanliness;pos;joy
ho_nl_e_0042;1;Nette schone en mooie wagen met alles erop en eraan.;['Nette', 'schone', 'en', 'mooie', 'wagen', 'met', 'alles', 'erop', 'en', 'eraan', '.'];['nette', 'schoon', 'en', 'mooi', 'wagen', 'met', 'alles', 'erop', 'en', 'eraan', '.'];['BW()', 'ADJ(prenom,basis,met-e,stan)', 'VG(neven)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'VNW(onbep,pron,3o,ev)', 'BW()', 'VG(neven)', 'BW()', 'LET()'];asp_sent;[4];[1];ROOM_cleanliness;pos;joy
ho_nl_e_0042;1;Nette schone en mooie wagen met alles erop en eraan.;['Nette', 'schone', 'en', 'mooie', 'wagen', 'met', 'alles', 'erop', 'en', 'eraan', '.'];['nette', 'schoon', 'en', 'mooi', 'wagen', 'met', 'alles', 'erop', 'en', 'eraan', '.'];['BW()', 'ADJ(prenom,basis,met-e,stan)', 'VG(neven)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'VNW(onbep,pron,3o,ev)', 'BW()', 'VG(neven)', 'BW()', 'LET()'];asp_sent;[4];[3];ROOM_ambiance;pos;joy
ho_nl_e_0042;1;Nette schone en mooie wagen met alles erop en eraan.;['Nette', 'schone', 'en', 'mooie', 'wagen', 'met', 'alles', 'erop', 'en', 'eraan', '.'];['nette', 'schoon', 'en', 'mooi', 'wagen', 'met', 'alles', 'erop', 'en', 'eraan', '.'];['BW()', 'ADJ(prenom,basis,met-e,stan)', 'VG(neven)', 'ADJ(prenom,basis,met-e,stan)', 'N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'VNW(onbep,pron,3o,ev)', 'BW()', 'VG(neven)', 'BW()', 'LET()'];asp_sent;[4];[5, 6, 7, 8, 9];ROOM_general;pos;joy
ho_nl_e_0043;1;Alles was super schoon.;['Alles', 'was', 'super', 'schoon', '.'];['alles', 'zijn', 'super', 'schoon', '.'];['VNW(onbep,pron,3o,ev)', 'WW(pv,verl,ev)', 'N(soort,ev,basis,zijd,stan)', 'ADJ(vrij,basis,zonder)', 'LET()'];NULL;[2, 3];[2, 3];ROOM_cleanliness;very_pos;satisfaction
ho_nl_e_0043;2;Het is leuk aangekleed.;['Het', 'is', 'leuk', 'aangekleed', '.'];['het', 'zijn', 'leuk', 'aankleden', '.'];['VNW(pers,pron,3,ev,onz)', 'WW(pv,tgw,ev)', 'ADJ(vrij,basis,zonder)', 'WW(vd,vrij,zonder)', 'LET()'];NULL;[2, 3];[2, 3];ROOM_ambiance;pos;satisfaction
ho_nl_e_0043;3;Er waren zelfs pipoboeken aanwezig.;['Er', 'waren', 'zelfs', 'pipoboeken', 'aanwezig', '.'];['er', 'zijn', 'zelfs', 'pipoboek', 'aanwezig', '.'];['VNW(aanw,adv-pron,3,getal)', 'WW(pv,verl,mv)', 'BW()', 'N(soort,mv,basis)', 'ADJ(vrij,basis,zonder)', 'LET()'];asp_sent;[3];[4];AMENITIES_availability;pos;satisfaction
ho_nl_e_0043;9;We komen hier zeker nog eens terug.;['We', 'komen', 'hier', 'zeker', 'nog', 'eens', 'terug', '.'];['we', 'komen', 'hier', 'zeker', 'nog', 'eens', 'terug', '.'];['VNW(pers,pron,1,mv)', 'WW(pv,tgw,mv)', 'VNW(aanw,adv-pron,3o,getal)', 'ADJ(vrij,basis,zonder)', 'BW()', 'BW()', 'BW()', 'LET()'];NULL;[0, 1, 2, 3, 4, 5, 6];[0, 1, 2, 3, 4, 5, 6];HOTEL_general;pos;trust
ho_nl_e_0045;9;Er zijn trouwens maar 5 kamers met balkon.;['Er', 'zijn', 'trouwens', 'maar', '5', 'kamers', 'met', 'balkon', '.'];['er', 'zijn', 'trouwens', 'maar', '5', 'kamer', 'met', 'balkon', '.'];['VNW(aanw,adv-pron,3,getal)', 'WW(pv,tgw,mv)', 'BW()', 'BW()', 'TW(hoofd,prenom,stan)', 'N(soort,mv,basis)', 'VZ(init)', 'N(soort,ev,basis,onz,stan)', 'LET()'];;;;;;
ho_nl_e_0045;11;Badkamer met ligbad was goed.;['Badkamer', 'met', 'ligbad', 'was', 'goed', '.'];['badkamer', 'met', 'ligbad', 'zijn', 'goed', '.'];['N(soort,ev,basis,zijd,stan)', 'VZ(init)', 'N(soort,ev,basis,onz,stan)', 'WW(pv,verl,ev)', 'ADJ(vrij,basis,zonder)', 'LET()'];asp_sent;[0, 1, 2];[4];AMENITIES_availability;pos;satisfaction
ho_nl_e_0045;12;Geen koelkast;['Geen', 'koelkast'];['geen', 'koelkast'];['VNW(onbep,det)', 'N(soort,ev,basis,zijd,stan)'];NULL;[0, 1];[0, 1];AMENITIES_availability;neg;dissatisfaction
ho_nl_e_0049;8;Voor;['Voor'];['voor'];['VZ(init)'];;;;;;
ho_nl_e_0050;1;Wat een sfeer!;['Wat', 'een', 'sfeer', '!'];['wat', 'een', 'sfeer', '!'];['VNW(vb,pron,3o,ev)', 'LID(onbep)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1, 2];[0, 1, 2];HOTEL_appearance;pos;joy
ho_nl_e_0051;5;Vriendelijk en attent.;['Vriendelijk', 'en', 'attent', '.'];['vriendelijk', 'en', 'attent', '.'];['ADJ(vrij,basis,zonder)', 'VG(neven)', 'N(soort,ev,basis,onz,stan)', 'LET()'];NULL;[0];[0];PERSONNEL_friendliness;pos;satisfaction
ho_nl_e_0051;5;Vriendelijk en attent.;['Vriendelijk', 'en', 'attent', '.'];['vriendelijk', 'en', 'attent', '.'];['ADJ(vrij,basis,zonder)', 'VG(neven)', 'N(soort,ev,basis,onz,stan)', 'LET()'];NULL;[2];[2];PERSONNEL_service;pos;satisfaction
ho_nl_e_0052;1;Parkeren in een nabijgelegen privégarage op loopafstand.;['Parkeren', 'in', 'een', 'nabijgelegen', 'privégarage', 'op', 'loopafstand', '.'];['parkeren', 'in', 'een', 'nabijgelegen', 'privégarage', 'op', 'loopafstand', '.'];['WW(inf,vrij,zonder)', 'VZ(init)', 'LID(onbep)', 'ADJ(prenom,basis,zonder)', 'N(soort,ev,basis,onz,stan)', 'VZ(init)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];;;;;;
ho_nl_e_0052;5;Vriendelijk en attent.;['Vriendelijk', 'en', 'attent', '.'];['vriendelijk', 'en', 'attent', '.'];['ADJ(vrij,basis,zonder)', 'VG(neven)', 'N(soort,ev,basis,onz,stan)', 'LET()'];NULL;[0];[0];PERSONNEL_friendliness;pos;satisfaction
ho_nl_e_0052;5;Vriendelijk en attent.;['Vriendelijk', 'en', 'attent', '.'];['vriendelijk', 'en', 'attent', '.'];['ADJ(vrij,basis,zonder)', 'VG(neven)', 'N(soort,ev,basis,onz,stan)', 'LET()'];NULL;[2];[2];PERSONNEL_service;pos;satisfaction
ho_nl_e_0057;1;Zeker een aanrader.;['Zeker', 'een', 'aanrader', '.'];['zeker', 'een', 'aanrader', '.'];['ADJ(vrij,basis,zonder)', 'LID(onbep)', 'N(soort,ev,basis,zijd,stan)', 'LET()'];NULL;[0, 1, 2];[0, 1, 2];HOTEL_general;pos;trust
